Movie Number,Movie Title,Movie Url,Date,Length,Genre,IMDb Rating,Filtered Genre,year,Int Length
8249,Thirteen Days,http://www.imdb.com/title/tt0146309/,12 January 2001,2h 25min,"['Drama', 'History', 'Thriller']",7.3,Drama,2001.0,145
8257,A Bridge Too Far,http://www.imdb.com/title/tt0075784/,15 June 1977,2h 55min,"['Drama', 'History', 'War']",7.4,Drama,1977.0,175
8264,For Greater Glory: The True Story of Cristiada,http://www.imdb.com/title/tt1566501/,1 June 2012,2h 25min,"['Drama', 'History', 'War']",6.6,Drama,2012.0,145
8273,54,http://www.imdb.com/title/tt0120577/,28 August 1998,1h 33min,"['Drama', 'Music']",5.8,Drama,1998.0,93
8281,Beyond the Gates,http://www.imdb.com/title/tt0420901/,31 March 2006,1h 55min,"['Drama', 'History', 'War']",7.7,Drama,2006.0,115
8303,The Beast of War,http://www.imdb.com/title/tt0094716/,7 September 1988,1h 51min,['War'],7.4,Undefined,1988.0,111
8307,A Royal Affair,http://www.imdb.com/title/tt1276419/,29 March 2012,2h 17min,"['Biography', 'Drama', 'History']",7.6,Documentary/Biography,2012.0,137
8317,Escape from Alcatraz,http://www.imdb.com/title/tt0079116/,22 June 1979,1h 52min,"['Biography', 'Crime', 'Drama']",7.6,Documentary/Biography,1979.0,112
8318,All the President's Men,http://www.imdb.com/title/tt0074119/,9 April 1976,2h 18min,"['Biography', 'Drama', 'History']",8.0,Documentary/Biography,1976.0,138
8321,Windtalkers,http://www.imdb.com/title/tt0245562/,14 June 2002,2h 14min,"['Action', 'Drama', 'War']",6.0,Undefined,2002.0,134
8323,Kagemusha,http://www.imdb.com/title/tt0080979/,10 October 1980,2h 42min,"['Drama', 'History', 'War']",8.0,Drama,1980.0,162
8338,Hyde Park on Hudson,http://www.imdb.com/title/tt1477855/,1 February 2013,1h 34min,"['Biography', 'Comedy', 'Drama']",5.9,Documentary/Biography,2013.0,94
8340,Hotel Rwanda,http://www.imdb.com/title/tt0395169/,4 February 2005,2h 1min,"['Biography', 'Drama', 'History']",8.1,Documentary/Biography,2005.0,121
8351,W.,http://www.imdb.com/title/tt1175491/,17 October 2008,2h 9min,"['Biography', 'Drama', 'History']",6.4,Documentary/Biography,2008.0,129
8352,The Young Victoria,http://www.imdb.com/title/tt0962736/,8 January 2010,1h 45min,"['Biography', 'Drama', 'History']",7.3,Documentary/Biography,2010.0,105
8356,Made in Dagenham,http://www.imdb.com/title/tt1371155/,20 September 2010,1h 53min,"['Biography', 'Comedy', 'Drama']",7.2,Documentary/Biography,2010.0,113
8365,Ned Kelly,http://www.imdb.com/title/tt0277941/,26 March 2004,1h 50min,"['Action', 'Adventure', 'Biography']",6.5,Documentary/Biography,2004.0,110
8373,Seven Years in Tibet,http://www.imdb.com/title/tt0120102/,10 October 1997,2h 16min,"['Adventure', 'Biography', 'Drama']",7.0,Documentary/Biography,1997.0,136
8375,Up from Slavery,http://www.imdb.com/title/tt1935942/,13 September 2011,5h 15min,"['Documentary', 'Biography', 'History']",7.2,Documentary/Biography,2011.0,315
8380,Restoration,http://www.imdb.com/title/tt0114272/,2 February 1996,1h 57min,"['Biography', 'Drama', 'History']",6.7,Documentary/Biography,1996.0,117
8393,MacArthur,http://www.imdb.com/title/tt0076342/,15 July 1977,2h 10min,"['Biography', 'Drama', 'History']",6.6,Documentary/Biography,1977.0,130
8398,The Broken Tower,http://www.imdb.com/title/tt1756791/,20 June 2011,1h 39min,"['Biography', 'Drama', 'History']",5.2,Documentary/Biography,2011.0,99
8407,Oranges and Sunshine,http://www.imdb.com/title/tt1438216/,1 April 2011,1h 45min,"['Drama', 'History']",7.1,Drama,2011.0,105
8424,The Pagan Queen,http://www.imdb.com/title/tt1096997/,29 June 2010,1h 39min,"['Fantasy', 'History', 'Romance']",3.5,Romance,2010.0,99
8429,The Hiding Place,http://www.imdb.com/title/tt0073109/,15 February 1977,2h 30min,"['Biography', 'Drama', 'History']",7.6,Documentary/Biography,1977.0,150
8431,Come See the Paradise,http://www.imdb.com/title/tt0099291/,1991,2h 18min,"['Drama', 'Romance', 'War']",6.7,Romance,1991.0,138
8456,The Judge and the Assassin,http://www.imdb.com/title/tt0073219/,1979,2h 8min,"['Crime', 'Drama', 'History']",7.5,Crime,1979.0,128
8462,Under African Skies,http://www.imdb.com/title/tt2112868/,25 May 2012,1h 48min,"['Documentary', 'Biography', 'History']",7.8,Documentary/Biography,2012.0,108
8463,Hitler: The Last Ten Days,http://www.imdb.com/title/tt0070184/,9 May 1973,1h 48min,"['Biography', 'Drama', 'History']",6.8,Documentary/Biography,1973.0,108
8465,Tesla: Master of Lightning,http://www.imdb.com/title/tt0272884/,,1h 27min,"['Documentary', 'Biography', 'History']",8.1,Documentary/Biography,,87
8468,American Radical: The Trials of Norman Finkelstein,http://www.imdb.com/title/tt1475191/,11 February 2010,1h 24min,"['Documentary', 'Biography', 'History']",8.0,Documentary/Biography,2010.0,84
8474,The Soul of a Man,http://www.imdb.com/title/tt0368287/,6 May 2004,1h 43min,"['Documentary', 'Biography', 'History']",7.4,Documentary/Biography,2004.0,103
8481,Phar Lap,http://www.imdb.com/title/tt0086102/,13 April 1984,1h 47min,"['Biography', 'Drama', 'Family']",7.3,Documentary/Biography,1984.0,107
8499,Rurouni Kenshin: Requiem for the Ishin Patriots,http://www.imdb.com/title/tt0184872/,27 March 2001,1h 30min,"['Animation', 'Action', 'Drama']",7.4,Undefined,2001.0,90
8504,The Red Machine,http://www.imdb.com/title/tt1218510/,2010,1h 24min,"['Adventure', 'Crime', 'Drama']",6.0,Crime,2010.0,84
8521,Jefferson in Paris,http://www.imdb.com/title/tt0113463/,31 March 1995,2h 19min,"['Biography', 'Drama', 'History']",5.7,Documentary/Biography,1995.0,139
8524,Ghetto,http://www.imdb.com/title/tt0783522/,8 June 2006,1h 50min,"['History', 'War']",6.9,Undefined,2006.0,110
8534,Zombie Apocalypse,http://www.imdb.com/title/tt1876547/,29 October 2011,1h 27min,"['Action', 'Horror', 'Sci-Fi']",4.0,Sci-Fi/Fantasy,2011.0,87
8544,Jack the Ripper,http://www.imdb.com/title/tt0095388/,21 October 1988,3h 10min,"['Crime', 'Drama', 'Mystery']",7.7,Crime,1988.0,190
8546,The Sunset Limited,http://www.imdb.com/title/tt1510938/,12 February 2011,1h 31min,['Drama'],7.4,Drama,2011.0,91
8560,High School Musical 2,http://www.imdb.com/title/tt0810900/,17 August 2007,1h 44min,"['Comedy', 'Drama', 'Family']",4.8,Comedy,2007.0,104
8568,Sorority Wars,http://www.imdb.com/title/tt1411249/,17 October 2009,1h 35min,"['Comedy', 'Drama']",6.0,Comedy,2009.0,95
8585,Revenge of the Bridesmaids,http://www.imdb.com/title/tt1666642/,18 July 2010,1h 35min,"['Comedy', 'Romance']",6.1,RomCom,2010.0,95
8586,StarStruck,http://www.imdb.com/title/tt1579247/,14 February 2010,1h 30min,"['Comedy', 'Family', 'Music']",6.2,Comedy,2010.0,90
8588,The Five People You Meet in Heaven,http://www.imdb.com/title/tt0400435/,24 April 2005,3h,"['Drama', 'Fantasy']",7.4,Sci-Fi/Fantasy,2005.0,180
8594,The Temptations,http://www.imdb.com/title/tt0164292/,1998,2h 30min,"['Biography', 'Drama', 'Music']",8.5,Documentary/Biography,1998.0,150
8607,Odd Girl Out,http://www.imdb.com/title/tt0433422/,4 April 2005,1h 24min,['Drama'],6.9,Drama,2005.0,84
8609,The Cheetah Girls,http://www.imdb.com/title/tt0338852/,15 August 2003,1h 40min,"['Comedy', 'Drama', 'Family']",4.7,Comedy,2003.0,100
8616,The Star Wars Holiday Special,http://www.imdb.com/title/tt0193524/,17 November 1978,1h 37min,"['Adventure', 'Family', 'Musical']",2.4,Action/Adventure,1978.0,97
8630,Alice in Wonderland,http://www.imdb.com/title/tt0088693/,9 December 1985,3h 7min,"['Adventure', 'Family', 'Fantasy']",7.4,Sci-Fi/Fantasy,1985.0,187
8635,Wit,http://www.imdb.com/title/tt0243664/,24 March 2001,1h 39min,['Drama'],8.1,Drama,2001.0,99
8639,Helen of Troy,http://www.imdb.com/title/tt0340477/,20 April 2003,2h 55min,"['Action', 'Adventure', 'Drama']",6.3,Undefined,2003.0,175
8656,The Wonderful World of DisneyEpisode: Life-Size,http://www.imdb.com/title/tt0132666/,28 September 1997,2h,"['Animation', 'Action', 'Adventure']",6.8,Action/Adventure,1997.0,120
8658,Doctor Zhivago,http://www.imdb.com/title/tt0324937/,24 November 2002,3h 46min,"['Drama', 'Romance']",7.5,Romance,2002.0,226
8671,The Scarlet Pimpernel,http://www.imdb.com/title/tt0084637/,9 November 1982,2h 22min,"['Action', 'Drama', 'Romance']",7.7,Romance,1982.0,142
8682,Too Young to Die?,http://www.imdb.com/title/tt0100797/,26 February 1990,1h 32min,"['Drama', 'Crime']",5.9,Crime,1990.0,92
8697,Gia,http://www.imdb.com/title/tt0123865/,31 January 1998,2h,"['Biography', 'Drama', 'Romance']",7.0,Documentary/Biography,1998.0,120
8701,Prayers for Bobby,http://www.imdb.com/title/tt1073510/,24 January 2009,1h 30min,"['Biography', 'Drama', 'Romance']",8.1,Documentary/Biography,2009.0,90
8704,Grey Gardens,http://www.imdb.com/title/tt0758751/,18 April 2009,1h 44min,"['Biography', 'Drama']",7.5,Documentary/Biography,2009.0,104
8718,Bury My Heart at Wounded Knee,http://www.imdb.com/title/tt0821638/,27 May 2007,2h 13min,"['Drama', 'History', 'Western']",7.2,Drama,2007.0,133
8726,Citizen X,http://www.imdb.com/title/tt0112681/,25 February 1995,1h 45min,"['Biography', 'Crime', 'Drama']",7.6,Documentary/Biography,1995.0,105
8728,Lovestruck: The Musical,http://www.imdb.com/title/tt2246673/,21 April 2013,1h 23min,"['Comedy', 'Fantasy', 'Musical']",6.4,Comedy,2013.0,83
8743,Dirty Teacher,http://www.imdb.com/title/tt2641874/,30 March 2013,1h 25min,"['Drama', 'Mystery', 'Thriller']",4.7,Drama,2013.0,85
8749,Change of Plans,http://www.imdb.com/title/tt1790658/,8 January 2011,2h 5min,"['Comedy', 'Drama', 'Family']",6.3,Comedy,2011.0,125
8759,Beyond the Blackboard,http://www.imdb.com/title/tt1699225/,24 April 2011,1h 35min,"['Drama', 'Family']",7.8,Drama,2011.0,95
8763,The Suspicions of Mr Whicher: The Murder at Road Hill House,http://www.imdb.com/title/tt1724572/,25 April 2011,1h 35min,"['Crime', 'Drama', 'Mystery']",6.5,Crime,2011.0,95
8776,Mom at Sixteen,http://www.imdb.com/title/tt0438123/,21 March 2005,1h 30min,['Drama'],6.9,Drama,2005.0,90
8791,Bravo Two Zero,http://www.imdb.com/title/tt0120617/,15 June 1999,2h 2min,"['Action', 'Adventure', 'Drama']",6.9,Undefined,1999.0,122
8794,The Worst Witch,http://www.imdb.com/title/tt0092239/,31 October 1986,1h 10min,"['Comedy', 'Family', 'Fantasy']",7.2,Comedy,1986.0,70
8812,Rebound: The Legend of Earl 'The Goat' Manigault,http://www.imdb.com/title/tt0117450/,23 November 1996,2h,"['Biography', 'Drama', 'Sport']",7.8,Documentary/Biography,1996.0,120
8819,Einstein and Eddington,http://www.imdb.com/title/tt0995036/,23 November 2008,1h 34min,"['Drama', 'History']",7.4,Drama,2008.0,94
8828,Revenge of the Nerds III: The Next Generation,http://www.imdb.com/title/tt0105251/,13 July 1992,1h 33min,['Comedy'],3.8,Comedy,1992.0,93
8842,Hysterical Blindness,http://www.imdb.com/title/tt0290664/,21 August 2002,1h 39min,['Drama'],6.5,Drama,2002.0,99
8879,My House in Umbria,http://www.imdb.com/title/tt0323332/,25 May 2003,1h 43min,"['Drama', 'Mystery', 'Romance']",7.0,Romance,2003.0,103
8897,When a Stranger Calls Back,http://www.imdb.com/title/tt0108556/,4 April 1993,1h 34min,"['Horror', 'Mystery', 'Thriller']",6.4,Horror,1993.0,94
8901,Dr. Strange,http://www.imdb.com/title/tt0077469/,6 September 1978,1h 33min,"['Action', 'Fantasy']",5.4,Sci-Fi/Fantasy,1978.0,93
8927,Truman,http://www.imdb.com/title/tt0114738/,9 September 1995,2h 15min,"['Biography', 'Drama']",7.3,Documentary/Biography,1995.0,135
8937,Helter Skelter,http://www.imdb.com/title/tt0074621/,1 April 1976,1h 59min,"['Crime', 'Drama', 'Thriller']",7.4,Crime,1976.0,119
8938,Les Miserables,http://www.imdb.com/title/tt0077936/,27 December 1978,2h 30min,"['Drama', 'History']",7.3,Drama,1978.0,150
8943,Sharpe's Eagle,http://www.imdb.com/title/tt0108107/,12 May 1993,1h 40min,"['Action', 'Adventure', 'History']",8.0,Action/Adventure,1993.0,100
8961,Hannibal: Rome's Worst Nightmare,http://www.imdb.com/title/tt0766213/,14 May 2006,1h 29min,"['Action', 'Biography', 'Drama']",6.9,Documentary/Biography,2006.0,89
8968,And Starring Pancho Villa as Himself,http://www.imdb.com/title/tt0337824/,7 September 2003,1h 52min,"['Biography', 'Drama', 'History']",6.6,Documentary/Biography,2003.0,112
8989,The Victoria's Secret Fashion Show,http://www.imdb.com/title/tt2049576/,29 November 2011,1h,[],8.4,Undefined,2011.0,60
8993,A Performance of Macbeth,http://www.imdb.com/title/tt0079499/,,2h 25min,['Drama'],7.6,Drama,,145
9020,The Song of Lunch,http://www.imdb.com/title/tt1686812/,8 October 2010,50min,['Drama'],7.6,Drama,2010.0,50
9034,Steambath,http://www.imdb.com/title/tt0167415/,4 May 1973,1h 30min,"['Drama', 'Fantasy']",8.2,Sci-Fi/Fantasy,1973.0,90
9072,Mother Teresa,http://www.imdb.com/title/tt0375986/,19 October 2003,1h 50min,"['Biography', 'Drama']",7.1,Documentary/Biography,2003.0,110
9073,Victory at Entebbe,http://www.imdb.com/title/tt0075391/,13 December 1976,1h 59min,"['Action', 'Drama', 'History']",6.1,Undefined,1976.0,119
9082,Sharpe's Sword,http://www.imdb.com/title/tt0114418/,15 July 2006,1h 41min,"['Action', 'Adventure', 'History']",8.0,Action/Adventure,2006.0,101
9107,The Josephine Baker Story,http://www.imdb.com/title/tt0102167/,16 March 1991,2h 10min,"['Biography', 'Drama', 'History']",7.1,Documentary/Biography,1991.0,130
9114,Son-Rise: A Miracle of Love,http://www.imdb.com/title/tt0079933/,14 May 1979,2h,['Drama'],7.4,Drama,1979.0,120
9117,Bill Engvall: Here's Your Sign Live,http://www.imdb.com/title/tt0816435/,1 August 2004,1h 12min,['Comedy'],7.3,Comedy,2004.0,72
9141,Lewis Black: Black on Broadway,http://www.imdb.com/title/tt0414224/,15 May 2004,58min,"['Documentary', 'Comedy']",8.1,Documentary/Biography,2004.0,58
9146,Horatio Hornblower 3,http://www.imdb.com/title/tt0327890/,2 December 2003,2h 5min,"['Adventure', 'Drama', 'War']",8.2,Undefined,2003.0,125
9151,Gabriel Iglesias: I'm Not Fat... I'm Fluffy,http://www.imdb.com/title/tt1554966/,8 November 2009,1h,['Comedy'],8.1,Comedy,2009.0,60
9156,Queer as FolkEpisode: Episode #2.1,http://www.imdb.com/title/tt0185102/,23 February 1999,48min,['Drama'],8.1,Drama,1999.0,48
9168,Jim Jefferies: I Swear to God,http://www.imdb.com/title/tt1439235/,16 May 2009,58min,['Comedy'],8.3,Comedy,2009.0,58
9173,Gundam Wing: The Movie - Endless Waltz,http://www.imdb.com/title/tt0260191/,10 November 2000,3h,"['Animation', 'Action', 'Drama']",8.0,Undefined,2000.0,180
9177,The Trailer Park Boys Christmas Special,http://www.imdb.com/title/tt0439856/,12 December 2004,57min,['Comedy'],8.3,Comedy,2004.0,57
9196,"Goodbye, Mr. Chips",http://www.imdb.com/title/tt0327804/,19 October 2003,1h 39min,['Drama'],7.6,Drama,2003.0,99
9210,Painted with Words,http://www.imdb.com/title/tt1632679/,5 April 2010,1h 20min,"['Biography', 'Drama']",8.1,Documentary/Biography,2010.0,80
9229,The Sculptress,http://www.imdb.com/title/tt0117574/,13 November 1997,3h,"['Crime', 'Drama', 'Mystery']",7.4,Crime,1997.0,180
9241,Sharpe's Justice,http://www.imdb.com/title/tt0120109/,19 August 2006,1h 40min,"['Adventure', 'Drama']",7.6,Undefined,2006.0,100
9245,Summerhill,http://www.imdb.com/title/tt1042913/,2008,2h,['Drama'],8.1,Drama,2008.0,120
9246,The Victoria's Secret Fashion Show,http://www.imdb.com/title/tt2556962/,4 December 2012,,[],7.9,Undefined,2012.0,0
9280,A Triumph of the Heart: The Ricky Bell Story,http://www.imdb.com/title/tt0103123/,2 April 1991,1h 40min,"['Biography', 'Drama', 'Sport']",7.5,Documentary/Biography,1991.0,100
9299,The Rebels,http://www.imdb.com/title/tt0079783/,14 May 1979,4h,"['Drama', 'History', 'War']",6.9,Drama,1979.0,240
9305,Old Man,http://www.imdb.com/title/tt0119823/,9 February 1997,1h 38min,"['Drama', 'History']",7.2,Drama,1997.0,98
9308,The Jesse Owens Story,http://www.imdb.com/title/tt0087501/,9 July 1984,2h 54min,"['Biography', 'Drama', 'History']",7.0,Documentary/Biography,1984.0,174
9324,Interview Day,http://www.imdb.com/title/tt0116230/,28 May 1996,1h 25min,"['Comedy', 'Drama']",7.9,Comedy,1996.0,85
9327,Raven: Return of the Black Dragons,http://www.imdb.com/title/tt0105221/,23 April 1997,1h 15min,['Action'],8.0,Action/Adventure,1997.0,75
9335,The Christmas Raccoons,http://www.imdb.com/title/tt0128995/,17 December 1980,30min,"['Animation', 'Family']",7.8,Undefined,1980.0,30
9342,Second Sight: Kingdom of the Blind,http://www.imdb.com/title/tt0286056/,4 January 2008,1h 37min,"['Crime', 'Drama', 'Mystery']",7.8,Crime,2008.0,97
9363,Don Bosco,http://www.imdb.com/title/tt0416694/,22 September 2004,2h 26min,['Drama'],7.7,Drama,2004.0,146
9370,Derren Brown: The System,http://www.imdb.com/title/tt1173484/,1 February 2008,,[],8.2,Undefined,2008.0,0
9372,Amelia,http://www.imdb.com/title/tt0383867/,15 October 2003,1h,[],8.7,Undefined,2003.0,60
9383,The Pirates of Penzance,http://www.imdb.com/title/tt0363891/,,2h 2min,"['Comedy', 'Musical']",8.0,Comedy,,122
9384,A Voyage Round My Father,http://www.imdb.com/title/tt0084875/,19 April 1984,1h 30min,['Drama'],7.9,Drama,1984.0,90
9392,Outrage,http://www.imdb.com/title/tt0070497/,28 November 1973,1h 14min,"['Crime', 'Drama', 'Thriller']",7.6,Crime,1973.0,74
9401,One of My Wives Is Missing,http://www.imdb.com/title/tt0075015/,5 March 1976,1h 33min,['Thriller'],8.1,Undefined,1976.0,93
9404,Much Ado About Nothing,http://www.imdb.com/title/tt0087752/,22 December 1984,2h 28min,"['Comedy', 'Romance']",8.1,RomCom,1984.0,148
9429,Eric,http://www.imdb.com/title/tt0072945/,10 November 1975,1h 34min,['Drama'],8.0,Drama,1975.0,94
9434,The Fool of the World and the Flying Ship,http://www.imdb.com/title/tt0205070/,,1h,"['Animation', 'Adventure', 'Family']",8.5,Action/Adventure,,60
9435,Coming Down the Mountain,http://www.imdb.com/title/tt0974544/,2 September 2007,1h 20min,['Drama'],7.7,Drama,2007.0,80
9437,Care,http://www.imdb.com/title/tt0263181/,8 October 2000,1h 45min,"['Crime', 'Drama']",7.8,Crime,2000.0,105
9453,Ringo,http://www.imdb.com/title/tt0077071/,26 April 1978,45min,['Comedy'],7.8,Comedy,1978.0,45
9454,Second Sight: Hide and Seek,http://www.imdb.com/title/tt0282947/,1 June 2008,1h 40min,"['Crime', 'Drama', 'Mystery']",7.6,Crime,2008.0,100
9456,Through My Eyes,http://www.imdb.com/title/tt0409633/,2004,4h,['Drama'],7.8,Drama,2004.0,240
9469,Out of Control,http://www.imdb.com/title/tt0332300/,15 September 2002,1h 30min,"['Crime', 'Drama']",8.0,Crime,2002.0,90
9470,Robert Schimmel: Unprotected,http://www.imdb.com/title/tt0253594/,,55min,"['Documentary', 'Comedy']",8.0,Documentary/Biography,,55
9476,The Lost Language of Cranes,http://www.imdb.com/title/tt1963768/,9 February 1992,1h 27min,['Drama'],5.4,Drama,1992.0,87
9494,Independence Day: Resurgence,http://www.imdb.com/title/tt1628841/,24 June 2016,2h,"['Action', 'Adventure', 'Sci-Fi']",5.3,Sci-Fi/Fantasy,2016.0,120
9500,Steve Jobs,http://www.imdb.com/title/tt2080374/,23 October 2015,2h 2min,"['Biography', 'Drama']",7.2,Documentary/Biography,2015.0,122
9517,Ghost in the Shell,http://www.imdb.com/title/tt1219827/,31 March 2017,2h,"['Action', 'Crime', 'Drama']",,Crime,2017.0,120
9563,The Angry Birds Movie,http://www.imdb.com/title/tt1985949/,20 May 2016,1h 37min,"['Animation', 'Action', 'Adventure']",6.3,Action/Adventure,2016.0,97
9574,Flying Horse,http://www.imdb.com/title/tt2983414/,,,"['Biography', 'Drama']",,Documentary/Biography,,0
9579,X-Men: Apocalypse,http://www.imdb.com/title/tt3385516/,27 May 2016,2h 24min,"['Action', 'Adventure', 'Sci-Fi']",7.1,Sci-Fi/Fantasy,2016.0,144
9588,Ride Along 2,http://www.imdb.com/title/tt2869728/,15 January 2016,1h 42min,"['Action', 'Comedy']",5.9,Comedy,2016.0,102
9591,Regression,http://www.imdb.com/title/tt3319920/,2 October 2015,1h 46min,"['Crime', 'Drama', 'Mystery']",5.7,Crime,2015.0,106
9597,Get Hard,http://www.imdb.com/title/tt2561572/,27 March 2015,1h 40min,"['Comedy', 'Crime']",6.0,Comedy,2015.0,100
9624,The Age of Adaline,http://www.imdb.com/title/tt1655441/,24 April 2015,1h 52min,"['Drama', 'Fantasy', 'Romance']",7.2,Romance,2015.0,112
9653,The Gallows,http://www.imdb.com/title/tt2309260/,10 July 2015,1h 21min,"['Horror', 'Thriller']",4.2,Horror,2015.0,81
9671,Scouts Guide to the Zombie Apocalypse,http://www.imdb.com/title/tt1727776/,30 October 2015,1h 33min,"['Action', 'Comedy', 'Horror']",6.3,Comedy,2015.0,93
9680,The Nut Job 2: Nutty by Nature,http://www.imdb.com/title/tt3486626/,18 August 2017,,"['Animation', 'Adventure', 'Comedy']",,Comedy,2017.0,0
9681,The 5th Wave,http://www.imdb.com/title/tt2304933/,22 January 2016,1h 52min,"['Action', 'Adventure', 'Sci-Fi']",5.2,Sci-Fi/Fantasy,2016.0,112
9688,The Best Man Wedding,http://www.imdb.com/title/tt3345056/,,,"['Comedy', 'Romance']",,RomCom,,0
9696,Dirty Grandpa,http://www.imdb.com/title/tt1860213/,22 January 2016,1h 42min,['Comedy'],6.0,Comedy,2016.0,102
9703,Kong: Skull Island,http://www.imdb.com/title/tt3731562/,10 March 2017,2h,"['Action', 'Adventure', 'Fantasy']",7.2,Sci-Fi/Fantasy,2017.0,120
9713,Trainwreck,http://www.imdb.com/title/tt3152624/,17 July 2015,2h 5min,"['Comedy', 'Drama', 'Romance']",6.3,RomCom,2015.0,125
9740,Starship Troopers,http://www.imdb.com/title/tt2126361/,,,"['Action', 'Adventure', 'Sci-Fi']",,Sci-Fi/Fantasy,,0
9786,The Toxic Avenger,http://www.imdb.com/title/tt1633359/,,,"['Action', 'Comedy']",,Comedy,,0
9801,Disenchanted,http://www.imdb.com/title/tt1596342/,,,"['Animation', 'Adventure', 'Comedy']",,Comedy,,0
9802,Sub-Mariner,http://www.imdb.com/title/tt0436803/,,,"['Action', 'Adventure', 'Drama']",,Undefined,,0
9811,The Wild Bunch,http://www.imdb.com/title/tt2028582/,,,['Western'],,Undefined,,0
9829,A Star Is Born,http://www.imdb.com/title/tt1517451/,28 September 2018,,"['Drama', 'Musical', 'Romance']",,Romance,2018.0,0
9831,Death of a Dissident,http://www.imdb.com/title/tt0944193/,,,['Crime'],,Crime,,0
9833,Agincourt,http://www.imdb.com/title/tt1480287/,,,"['Drama', 'History', 'War']",,Drama,,0
9840,London Fields,http://www.imdb.com/title/tt1273221/,2017,1h 58min,"['Crime', 'Mystery', 'Thriller']",,Crime,2017.0,118
9843,Shadow of the Colossus,http://www.imdb.com/title/tt1414372/,,,"['Adventure', 'Fantasy']",,Sci-Fi/Fantasy,,0
9849,The Heart,http://www.imdb.com/title/tt2281585/,,,"['Action', 'Comedy']",,Comedy,,0
9856,Masters of the Universe,http://www.imdb.com/title/tt0427340/,,,"['Action', 'Adventure', 'Drama']",,Undefined,,0
9857,Beasts of No Nation,http://www.imdb.com/title/tt1365050/,16 October 2015,2h 17min,"['Drama', 'War']",7.8,Drama,2015.0,137
9871,Closer to the Moon,http://www.imdb.com/title/tt2017486/,17 April 2015,1h 52min,"['Comedy', 'Drama']",7.0,Comedy,2015.0,112
9872,Forever,http://www.imdb.com/title/tt1726811/,,,['Sci-Fi'],,Sci-Fi/Fantasy,,0
9880,Prima,http://www.imdb.com/title/tt1710550/,,,['Comedy'],,Comedy,,0
9900,Keoma Rises,http://www.imdb.com/title/tt2726408/,2017,,['Western'],,Undefined,2017.0,0
9925,A Most Violent Year,http://www.imdb.com/title/tt2937898/,30 January 2015,2h 5min,"['Action', 'Crime', 'Drama']",7.0,Crime,2015.0,125
9927,Into the Woods,http://www.imdb.com/title/tt2180411/,25 December 2014,2h 5min,"['Adventure', 'Comedy', 'Drama']",6.0,Comedy,2014.0,125
9938,Untitled Undercover Crime Thriller,http://www.imdb.com/title/tt3717278/,,,"['Crime', 'Thriller']",,Crime,,0
9946,Allied,http://www.imdb.com/title/tt3640424/,23 November 2016,2h 4min,"['Action', 'Drama', 'Romance']",7.1,Romance,2016.0,124
9947,Americanah,http://www.imdb.com/title/tt3781380/,,,"['Drama', 'Romance']",,Romance,,0
