Movie Number,Movie Title,Movie Url,Date,Length,Genre,IMDb Rating,Filtered Genre,year,Int Length
2,The Amazing Spider-Man 2,http://www.imdb.com/title/tt1872181/,2 May 2014,2h 22min,"['Action', 'Adventure', 'Sci-Fi']",6.7,Sci-Fi/Fantasy,2014.0,142
11,Se7en,http://www.imdb.com/title/tt0114369/,22 September 1995,2h 7min,"['Crime', 'Drama', 'Mystery']",8.6,Crime,1995.0,127
12,Toy Story,http://www.imdb.com/title/tt0114709/,22 November 1995,1h 21min,"['Animation', 'Adventure', 'Comedy']",8.3,Comedy,1995.0,81
15,Fight Club,http://www.imdb.com/title/tt0137523/,15 October 1999,2h 19min,['Drama'],8.8,Drama,1999.0,139
17,Star Wars: Episode I - The Phantom Menace,http://www.imdb.com/title/tt0120915/,19 May 1999,2h 16min,"['Action', 'Adventure', 'Fantasy']",6.5,Sci-Fi/Fantasy,1999.0,136
26,Anchorman: The Legend of Ron Burgundy,http://www.imdb.com/title/tt0357413/,9 July 2004,1h 34min,['Comedy'],7.2,Comedy,2004.0,94
49,Avatar,http://www.imdb.com/title/tt0499549/,18 December 2009,2h 42min,"['Action', 'Adventure', 'Fantasy']",7.8,Sci-Fi/Fantasy,2009.0,162
54,Iron Man 2,http://www.imdb.com/title/tt1228705/,7 May 2010,2h 4min,"['Action', 'Adventure', 'Sci-Fi']",7.0,Sci-Fi/Fantasy,2010.0,124
58,TRON: Legacy,http://www.imdb.com/title/tt1104001/,17 December 2010,2h 5min,"['Action', 'Adventure', 'Sci-Fi']",6.8,Sci-Fi/Fantasy,2010.0,125
94,Life of Pi,http://www.imdb.com/title/tt0454876/,21 November 2012,2h 7min,"['Adventure', 'Drama', 'Fantasy']",7.9,Sci-Fi/Fantasy,2012.0,127
102,Project X,http://www.imdb.com/title/tt1636826/,2 March 2012,1h 28min,['Comedy'],6.7,Comedy,2012.0,88
110,Snow White and the Huntsman,http://www.imdb.com/title/tt1735898/,1 June 2012,2h 7min,"['Action', 'Adventure', 'Drama']",6.1,Undefined,2012.0,127
111,Taken 2,http://www.imdb.com/title/tt1397280/,5 October 2012,1h 32min,"['Action', 'Crime', 'Thriller']",6.3,Crime,2012.0,92
113,That's My Boy,http://www.imdb.com/title/tt1232200/,15 June 2012,1h 56min,"['Comedy', 'Drama']",5.6,Comedy,2012.0,116
118,Jack the Giant Slayer,http://www.imdb.com/title/tt1351685/,1 March 2013,1h 54min,"['Adventure', 'Fantasy']",6.3,Sci-Fi/Fantasy,2013.0,114
123,Spring Breakers,http://www.imdb.com/title/tt2101441/,22 March 2013,1h 34min,"['Crime', 'Drama']",5.3,Crime,2013.0,94
128,Olympus Has Fallen,http://www.imdb.com/title/tt2302755/,22 March 2013,1h 59min,"['Action', 'Thriller']",6.5,Action/Adventure,2013.0,119
156,Antiviral,http://www.imdb.com/title/tt2099556/,13 February 2013,1h 48min,"['Horror', 'Sci-Fi', 'Thriller']",5.7,Sci-Fi/Fantasy,2013.0,108
161,Tomorrow You're Gone,http://www.imdb.com/title/tt1838475/,1 November 2012,1h 33min,['Thriller'],3.8,Undefined,2012.0,93
162,Not Fade Away,http://www.imdb.com/title/tt1230215/,19 July 2013,1h 52min,['Drama'],6.0,Drama,2013.0,112
170,Scary Movie 5,http://www.imdb.com/title/tt0795461/,12 April 2013,1h 26min,['Comedy'],3.5,Comedy,2013.0,86
171,Broken City,http://www.imdb.com/title/tt1235522/,18 January 2013,1h 49min,"['Crime', 'Drama', 'Thriller']",6.2,Crime,2013.0,109
172,Gangster Squad,http://www.imdb.com/title/tt1321870/,11 January 2013,1h 53min,"['Action', 'Crime', 'Drama']",6.7,Crime,2013.0,113
186,Identity Thief,http://www.imdb.com/title/tt2024432/,8 February 2013,1h 51min,"['Comedy', 'Crime']",5.7,Comedy,2013.0,111
196,The Purge,http://www.imdb.com/title/tt2184339/,7 June 2013,1h 25min,"['Horror', 'Sci-Fi', 'Thriller']",5.7,Sci-Fi/Fantasy,2013.0,85
235,Spirited Away,http://www.imdb.com/title/tt0245429/,28 March 2003,2h 5min,"['Animation', 'Adventure', 'Family']",8.6,Action/Adventure,2003.0,125
241,Kill Bill: Vol. 1,http://www.imdb.com/title/tt0266697/,10 October 2003,1h 51min,"['Action', 'Crime', 'Thriller']",8.1,Crime,2003.0,111
251,Cars,http://www.imdb.com/title/tt0317219/,9 June 2006,1h 57min,"['Animation', 'Adventure', 'Comedy']",7.1,Comedy,2006.0,117
254,Talladega Nights: The Ballad of Ricky Bobby,http://www.imdb.com/title/tt0415306/,4 August 2006,1h 48min,"['Action', 'Comedy', 'Sport']",6.6,Comedy,2006.0,108
281,Clash of the Titans,http://www.imdb.com/title/tt0800320/,2 April 2010,1h 46min,"['Action', 'Adventure', 'Fantasy']",5.8,Sci-Fi/Fantasy,2010.0,106
320,The Collection,http://www.imdb.com/title/tt1748227/,30 November 2012,1h 22min,['Horror'],6.1,Horror,2012.0,82
321,Contraband,http://www.imdb.com/title/tt1524137/,13 January 2012,1h 49min,"['Action', 'Crime', 'Drama']",6.5,Crime,2012.0,109
325,Haywire,http://www.imdb.com/title/tt1506999/,20 January 2012,1h 33min,"['Action', 'Thriller']",5.8,Action/Adventure,2012.0,93
360,The Awakening,http://www.imdb.com/title/tt1687901/,11 November 2011,1h 42min,"['Horror', 'Thriller']",6.5,Horror,2011.0,102
367,Donnie Darko,http://www.imdb.com/title/tt0246578/,26 October 2001,1h 53min,"['Drama', 'Sci-Fi', 'Thriller']",8.1,Sci-Fi/Fantasy,2001.0,113
370,Trainspotting,http://www.imdb.com/title/tt0117951/,9 August 1996,1h 34min,['Drama'],8.2,Drama,1996.0,94
371,Reservoir Dogs,http://www.imdb.com/title/tt0105236/,2 September 1992,1h 39min,"['Crime', 'Drama', 'Thriller']",8.4,Crime,1992.0,99
383,Till We Meet Again,http://www.imdb.com/title/tt2461340/,25 November 2016,1h 45min,"['Adventure', 'Drama']",9.6,Undefined,2016.0,105
398,Indiana Jones and the Last Crusade,http://www.imdb.com/title/tt0097576/,24 May 1989,2h 7min,"['Action', 'Adventure', 'Fantasy']",8.3,Sci-Fi/Fantasy,1989.0,127
399,Rain Man,http://www.imdb.com/title/tt0095953/,16 December 1988,2h 13min,['Drama'],8.0,Drama,1988.0,133
407,Dumb & Dumber,http://www.imdb.com/title/tt0109686/,16 December 1994,1h 47min,['Comedy'],7.3,Comedy,1994.0,107
409,Fargo,http://www.imdb.com/title/tt0116282/,5 April 1996,1h 38min,"['Crime', 'Drama', 'Thriller']",8.1,Crime,1996.0,98
414,Liar Liar,http://www.imdb.com/title/tt0119528/,21 March 1997,1h 26min,"['Comedy', 'Fantasy']",6.8,Comedy,1997.0,86
424,Ocean's Eleven,http://www.imdb.com/title/tt0240772/,7 December 2001,1h 56min,"['Crime', 'Thriller']",7.8,Crime,2001.0,116
442,The Butterfly Effect,http://www.imdb.com/title/tt0289879/,23 January 2004,1h 53min,"['Sci-Fi', 'Thriller']",7.7,Sci-Fi/Fantasy,2004.0,113
443,Collateral,http://www.imdb.com/title/tt0369339/,6 August 2004,2h,"['Crime', 'Drama', 'Thriller']",7.6,Crime,2004.0,120
449,Madagascar,http://www.imdb.com/title/tt0351283/,27 May 2005,1h 26min,"['Animation', 'Adventure', 'Comedy']",6.9,Comedy,2005.0,86
453,Fantastic Four,http://www.imdb.com/title/tt0120667/,8 July 2005,1h 46min,"['Action', 'Adventure', 'Family']",5.7,Action/Adventure,2005.0,106
460,Scary Movie 4,http://www.imdb.com/title/tt0362120/,14 April 2006,1h 23min,['Comedy'],5.1,Comedy,2006.0,83
470,Zodiac,http://www.imdb.com/title/tt0443706/,2 March 2007,2h 37min,"['Crime', 'Drama', 'History']",7.7,Crime,2007.0,157
473,Seven Pounds,http://www.imdb.com/title/tt0814314/,19 December 2008,2h 3min,"['Drama', 'Romance']",7.7,Romance,2008.0,123
478,The Karate Kid,http://www.imdb.com/title/tt1155076/,11 June 2010,2h 20min,"['Action', 'Drama', 'Family']",6.2,Undefined,2010.0,140
490,Red Riding Hood,http://www.imdb.com/title/tt1486185/,11 March 2011,1h 40min,"['Fantasy', 'Horror', 'Mystery']",5.4,Sci-Fi/Fantasy,2011.0,100
492,Your Highness,http://www.imdb.com/title/tt1240982/,8 April 2011,1h 42min,"['Adventure', 'Comedy', 'Fantasy']",5.6,Comedy,2011.0,102
504,Journey 2: The Mysterious Island,http://www.imdb.com/title/tt1397514/,10 February 2012,1h 34min,"['Action', 'Adventure', 'Comedy']",5.8,Comedy,2012.0,94
508,The Possession,http://www.imdb.com/title/tt0431021/,31 August 2012,1h 32min,"['Horror', 'Thriller']",5.9,Horror,2012.0,92
514,The World's End,http://www.imdb.com/title/tt1213663/,23 August 2013,1h 49min,"['Action', 'Comedy', 'Sci-Fi']",7.0,Comedy,2013.0,109
549,The Lost Boys,http://www.imdb.com/title/tt0093437/,31 July 1987,1h 37min,"['Comedy', 'Horror']",7.2,Comedy,1987.0,97
555,A Few Good Men,http://www.imdb.com/title/tt0104257/,11 December 1992,2h 18min,"['Drama', 'Thriller']",7.6,Drama,1992.0,138
557,True Romance,http://www.imdb.com/title/tt0108399/,10 September 1993,2h,"['Crime', 'Drama', 'Romance']",8.0,Romance,1993.0,120
587,Anger Management,http://www.imdb.com/title/tt0305224/,11 April 2003,1h 46min,['Comedy'],6.2,Comedy,2003.0,106
625,Bolt,http://www.imdb.com/title/tt0397892/,21 November 2008,1h 36min,"['Animation', 'Adventure', 'Comedy']",6.9,Comedy,2008.0,96
630,Indiana Jones and the Kingdom of the Crystal Skull,http://www.imdb.com/title/tt0367882/,22 May 2008,2h 2min,"['Action', 'Adventure', 'Fantasy']",6.2,Sci-Fi/Fantasy,2008.0,122
642,Pandorum,http://www.imdb.com/title/tt1188729/,25 September 2009,1h 48min,"['Action', 'Horror', 'Mystery']",6.8,Horror,2009.0,108
664,Ghost Rider: Spirit of Vengeance,http://www.imdb.com/title/tt1071875/,17 February 2012,1h 36min,"['Action', 'Fantasy', 'Thriller']",4.3,Sci-Fi/Fantasy,2012.0,96
668,Upstream Color,http://www.imdb.com/title/tt2084989/,30 August 2013,1h 36min,"['Drama', 'Sci-Fi']",6.8,Sci-Fi/Fantasy,2013.0,96
689,Another Earth,http://www.imdb.com/title/tt1549572/,12 October 2011,1h 32min,"['Drama', 'Romance', 'Sci-Fi']",7.0,Romance,2011.0,92
696,Mulholland Dr.,http://www.imdb.com/title/tt0166924/,19 October 2001,2h 27min,"['Drama', 'Mystery', 'Thriller']",8.0,Drama,2001.0,147
699,The Hobbit: The Battle of the Five Armies,http://www.imdb.com/title/tt2310332/,17 December 2014,2h 24min,"['Adventure', 'Fantasy']",7.4,Sci-Fi/Fantasy,2014.0,144
700,The Maze Runner,http://www.imdb.com/title/tt1790864/,19 September 2014,1h 53min,"['Action', 'Mystery', 'Sci-Fi']",6.8,Sci-Fi/Fantasy,2014.0,113
702,RED 2,http://www.imdb.com/title/tt1821694/,19 July 2013,1h 56min,"['Action', 'Comedy', 'Crime']",6.7,Comedy,2013.0,116
716,My Cousin Vinny,http://www.imdb.com/title/tt0104952/,13 March 1992,2h,"['Comedy', 'Crime']",7.5,Comedy,1992.0,120
727,Wild Things,http://www.imdb.com/title/tt0120890/,20 March 1998,1h 48min,"['Crime', 'Drama', 'Mystery']",6.5,Crime,1998.0,108
728,Blade,http://www.imdb.com/title/tt0120611/,21 August 1998,2h,"['Action', 'Horror']",7.1,Horror,1998.0,120
737,Mission: Impossible II,http://www.imdb.com/title/tt0120755/,24 May 2000,2h 3min,"['Action', 'Adventure', 'Thriller']",6.1,Action/Adventure,2000.0,123
744,Lilo & Stitch,http://www.imdb.com/title/tt0275847/,21 June 2002,1h 25min,"['Animation', 'Adventure', 'Comedy']",7.2,Comedy,2002.0,85
766,The Hills Have Eyes,http://www.imdb.com/title/tt0454841/,10 March 2006,1h 47min,['Horror'],6.4,Horror,2006.0,107
781,Meet the Robinsons,http://www.imdb.com/title/tt0396555/,30 March 2007,1h 35min,"['Animation', 'Adventure', 'Comedy']",6.9,Comedy,2007.0,95
792,Max Payne,http://www.imdb.com/title/tt0467197/,17 October 2008,1h 40min,"['Action', 'Crime', 'Drama']",5.4,Crime,2008.0,100
795,Coraline,http://www.imdb.com/title/tt0327597/,6 February 2009,1h 40min,"['Animation', 'Family', 'Fantasy']",7.7,Sci-Fi/Fantasy,2009.0,100
816,Final Destination 5,http://www.imdb.com/title/tt1622979/,12 August 2011,1h 32min,"['Horror', 'Thriller']",5.9,Horror,2011.0,92
817,Jack and Jill,http://www.imdb.com/title/tt0810913/,11 November 2011,1h 31min,['Comedy'],3.4,Comedy,2011.0,91
823,Inside Llewyn Davis,http://www.imdb.com/title/tt2042568/,10 January 2014,1h 44min,"['Drama', 'Music']",7.4,Drama,2014.0,104
852,Planet Terror,http://www.imdb.com/title/tt1077258/,21 June 2007,1h 45min,"['Action', 'Comedy', 'Horror']",7.1,Comedy,2007.0,105
861,WarGames,http://www.imdb.com/title/tt0086567/,3 June 1983,1h 54min,"['Sci-Fi', 'Thriller']",7.1,Sci-Fi/Fantasy,1983.0,114
883,Batman Forever,http://www.imdb.com/title/tt0112462/,16 June 1995,2h 1min,"['Action', 'Adventure', 'Fantasy']",5.4,Sci-Fi/Fantasy,1995.0,121
887,Alien: Resurrection,http://www.imdb.com/title/tt0118583/,26 November 1997,1h 49min,"['Action', 'Horror', 'Sci-Fi']",6.3,Sci-Fi/Fantasy,1997.0,109
893,Austin Powers: The Spy Who Shagged Me,http://www.imdb.com/title/tt0145660/,11 June 1999,1h 35min,"['Action', 'Adventure', 'Comedy']",6.6,Comedy,1999.0,95
899,Bring It On,http://www.imdb.com/title/tt0204946/,25 August 2000,1h 38min,"['Comedy', 'Romance', 'Sport']",5.9,RomCom,2000.0,98
902,How the Grinch Stole Christmas,http://www.imdb.com/title/tt0170016/,17 November 2000,1h 44min,"['Comedy', 'Family', 'Fantasy']",6.0,Comedy,2000.0,104
906,Road Trip,http://www.imdb.com/title/tt0215129/,19 May 2000,1h 33min,"['Adventure', 'Comedy']",6.5,Comedy,2000.0,93
911,The Others,http://www.imdb.com/title/tt0230600/,10 August 2001,1h 44min,"['Horror', 'Mystery', 'Thriller']",7.6,Horror,2001.0,104
914,Blade II,http://www.imdb.com/title/tt0187738/,22 March 2002,1h 57min,"['Action', 'Horror', 'Sci-Fi']",6.7,Sci-Fi/Fantasy,2002.0,117
915,Chicago,http://www.imdb.com/title/tt0299658/,24 January 2003,1h 53min,"['Comedy', 'Crime', 'Musical']",7.2,Comedy,2003.0,113
921,Daredevil,http://www.imdb.com/title/tt0287978/,14 February 2003,1h 43min,"['Action', 'Crime', 'Drama']",5.3,Crime,2003.0,103
923,What a Girl Wants,http://www.imdb.com/title/tt0286788/,4 April 2003,1h 45min,"['Comedy', 'Drama', 'Family']",5.8,Comedy,2003.0,105
926,The Texas Chainsaw Massacre,http://www.imdb.com/title/tt0324216/,17 October 2003,1h 38min,['Horror'],6.2,Horror,2003.0,98
936,Corpse Bride,http://www.imdb.com/title/tt0121164/,23 September 2005,1h 17min,"['Animation', 'Drama', 'Family']",7.4,Drama,2005.0,77
945,Ice Age: The Meltdown,http://www.imdb.com/title/tt0438097/,31 March 2006,1h 31min,"['Animation', 'Action', 'Adventure']",6.9,Action/Adventure,2006.0,91
948,Catch and Release,http://www.imdb.com/title/tt0395495/,26 January 2007,2h 4min,"['Comedy', 'Drama', 'Romance']",6.0,RomCom,2007.0,124
965,Disaster Movie,http://www.imdb.com/title/tt1213644/,29 August 2008,1h 27min,['Comedy'],1.9,Comedy,2008.0,87
967,Harold & Kumar Escape from Guantanamo Bay,http://www.imdb.com/title/tt0481536/,25 April 2008,1h 44min,"['Adventure', 'Comedy']",6.6,Comedy,2008.0,104
973,Star Wars: The Clone Wars,http://www.imdb.com/title/tt1185834/,15 August 2008,1h 38min,"['Animation', 'Action', 'Adventure']",5.8,Action/Adventure,2008.0,98
986,Underworld: Rise of the Lycans,http://www.imdb.com/title/tt0834001/,23 January 2009,1h 32min,"['Action', 'Adventure', 'Fantasy']",6.6,Sci-Fi/Fantasy,2009.0,92
989,The Invention of Lying,http://www.imdb.com/title/tt1058017/,2 October 2009,1h 40min,"['Comedy', 'Fantasy', 'Romance']",6.4,RomCom,2009.0,100
1007,Takers,http://www.imdb.com/title/tt1135084/,27 August 2010,1h 47min,"['Action', 'Crime', 'Thriller']",6.2,Crime,2010.0,107
1013,Mr. Popper's Penguins,http://www.imdb.com/title/tt1396218/,17 June 2011,1h 34min,"['Comedy', 'Family', 'Fantasy']",6.0,Comedy,2011.0,94
1028,"Tad, the Lost Explorer",http://www.imdb.com/title/tt1764625/,31 August 2012,1h 32min,"['Animation', 'Adventure', 'Comedy']",5.9,Comedy,2012.0,92
1029,A Late Quartet,http://www.imdb.com/title/tt1226240/,23 November 2012,1h 45min,"['Drama', 'Music']",7.1,Drama,2012.0,105
1044,Beginners,http://www.imdb.com/title/tt1532503/,9 June 2011,1h 45min,"['Comedy', 'Drama', 'Romance']",7.2,RomCom,2011.0,105
1047,Chloe,http://www.imdb.com/title/tt1352824/,26 March 2010,1h 36min,"['Drama', 'Mystery', 'Romance']",6.3,Romance,2010.0,96
1053,St. Trinian's,http://www.imdb.com/title/tt0964587/,21 December 2007,1h 37min,"['Comedy', 'Family']",5.8,Comedy,2007.0,97
1066,Conan the Barbarian,http://www.imdb.com/title/tt0082198/,14 May 1982,2h 9min,"['Adventure', 'Fantasy']",6.9,Sci-Fi/Fantasy,1982.0,129
1097,Shakespeare in Love,http://www.imdb.com/title/tt0138097/,8 January 1999,2h 3min,"['Comedy', 'Drama', 'History']",7.2,Comedy,1999.0,123
1119,Something's Gotta Give,http://www.imdb.com/title/tt0337741/,12 December 2003,2h 8min,"['Comedy', 'Drama', 'Romance']",6.7,RomCom,2003.0,128
1121,Chasing Liberty,http://www.imdb.com/title/tt0360139/,9 January 2004,1h 51min,"['Comedy', 'Romance']",6.1,RomCom,2004.0,111
1137,The Marine,http://www.imdb.com/title/tt0419946/,13 October 2006,1h 32min,"['Action', 'Drama', 'Thriller']",4.7,Undefined,2006.0,92
1148,Reign Over Me,http://www.imdb.com/title/tt0490204/,23 March 2007,2h 4min,['Drama'],7.5,Drama,2007.0,124
1187,Alvin and the Chipmunks: Chipwrecked,http://www.imdb.com/title/tt1615918/,16 December 2011,1h 27min,"['Animation', 'Adventure', 'Comedy']",4.4,Comedy,2011.0,87
1188,Apollo 18,http://www.imdb.com/title/tt1772240/,2 September 2011,1h 26min,"['Horror', 'Mystery', 'Sci-Fi']",5.2,Sci-Fi/Fantasy,2011.0,86
1203,Chained,http://www.imdb.com/title/tt1989475/,18 July 2013,1h 34min,"['Horror', 'Thriller']",6.4,Horror,2013.0,94
1220,Buried,http://www.imdb.com/title/tt1462758/,15 October 2010,1h 35min,"['Drama', 'Mystery', 'Thriller']",7.0,Drama,2010.0,95
1249,Blue Velvet,http://www.imdb.com/title/tt0090756/,23 October 1986,2h,"['Drama', 'Mystery', 'Thriller']",7.8,Drama,1986.0,120
1255,Dog Day Afternoon,http://www.imdb.com/title/tt0072890/,25 December 1975,2h 5min,"['Biography', 'Crime', 'Drama']",8.0,Documentary/Biography,1975.0,125
1278,New Jack City,http://www.imdb.com/title/tt0102526/,8 March 1991,1h 37min,"['Action', 'Crime', 'Drama']",6.6,Crime,1991.0,97
1287,Rookie of the Year,http://www.imdb.com/title/tt0107985/,7 July 1993,1h 43min,"['Comedy', 'Family', 'Fantasy']",5.9,Comedy,1993.0,103
1327,Secondhand Lions,http://www.imdb.com/title/tt0327137/,19 September 2003,1h 49min,"['Comedy', 'Drama', 'Family']",7.6,Comedy,2003.0,109
1334,Raising Helen,http://www.imdb.com/title/tt0350028/,28 May 2004,1h 59min,"['Comedy', 'Drama', 'Romance']",6.0,RomCom,2004.0,119
1349,Big Momma's House 2,http://www.imdb.com/title/tt0421729/,27 January 2006,1h 39min,"['Comedy', 'Crime']",4.6,Comedy,2006.0,99
1353,Final Destination 3,http://www.imdb.com/title/tt0414982/,10 February 2006,1h 33min,['Horror'],5.8,Horror,2006.0,93
1356,Nanny McPhee,http://www.imdb.com/title/tt0396752/,27 January 2006,1h 37min,"['Comedy', 'Family', 'Fantasy']",6.6,Comedy,2006.0,97
1401,Nine,http://www.imdb.com/title/tt0875034/,25 December 2009,1h 58min,"['Drama', 'Musical', 'Romance']",5.8,Romance,2009.0,118
1426,Martha Marcy May Marlene,http://www.imdb.com/title/tt1441326/,21 December 2011,1h 42min,"['Drama', 'Mystery', 'Thriller']",6.9,Drama,2011.0,102
1429,Stake Land,http://www.imdb.com/title/tt1464580/,17 June 2011,1h 38min,"['Drama', 'Horror', 'Sci-Fi']",6.5,Sci-Fi/Fantasy,2011.0,98
1478,A River Runs Through It,http://www.imdb.com/title/tt0105265/,30 October 1992,2h 3min,['Drama'],7.3,Drama,1992.0,123
1481,Dennis the Menace,http://www.imdb.com/title/tt0106701/,25 June 1993,1h 34min,"['Comedy', 'Family']",5.5,Comedy,1993.0,94
1492,Spawn,http://www.imdb.com/title/tt0120177/,1 August 1997,1h 36min,"['Action', 'Horror']",5.2,Horror,1997.0,96
1493,Great Expectations,http://www.imdb.com/title/tt0119223/,30 January 1998,1h 51min,"['Drama', 'Romance']",6.8,Romance,1998.0,111
1500,Arlington Road,http://www.imdb.com/title/tt0137363/,9 July 1999,1h 57min,"['Crime', 'Drama', 'Thriller']",7.2,Crime,1999.0,117
1520,Two Weeks Notice,http://www.imdb.com/title/tt0313737/,20 December 2002,1h 41min,"['Comedy', 'Romance']",6.1,RomCom,2002.0,101
1546,We Are Marshall,http://www.imdb.com/title/tt0758794/,22 December 2006,2h 11min,"['Drama', 'Sport']",7.1,Drama,2006.0,131
1568,My Best Friend's Girl,http://www.imdb.com/title/tt1046163/,19 September 2008,1h 41min,"['Comedy', 'Romance']",5.9,RomCom,2008.0,101
1572,The Secret Life of Bees,http://www.imdb.com/title/tt0416212/,17 October 2008,1h 54min,['Drama'],7.3,Drama,2008.0,114
1574,Extract,http://www.imdb.com/title/tt1225822/,4 September 2009,1h 32min,"['Comedy', 'Crime', 'Romance']",6.2,RomCom,2009.0,92
1576,Hannah Montana: The Movie,http://www.imdb.com/title/tt1114677/,10 April 2009,1h 42min,"['Comedy', 'Drama', 'Family']",4.2,Comedy,2009.0,102
1615,Chalet Girl,http://www.imdb.com/title/tt1487118/,14 October 2011,1h 37min,"['Comedy', 'Romance', 'Sport']",6.3,RomCom,2011.0,97
1616,The Human Centipede II (Full Sequence),http://www.imdb.com/title/tt1530509/,2011,1h 31min,['Horror'],3.9,Horror,2011.0,91
1617,Damsels in Distress,http://www.imdb.com/title/tt1667307/,26 April 2012,1h 39min,"['Comedy', 'Drama', 'Romance']",5.7,RomCom,2012.0,99
1628,Exam,http://www.imdb.com/title/tt1258197/,17 June 2010,1h 41min,"['Mystery', 'Thriller']",6.9,Undefined,2010.0,101
1635,Spread,http://www.imdb.com/title/tt1186370/,8 July 2009,1h 37min,"['Comedy', 'Drama', 'Romance']",5.9,RomCom,2009.0,97
1641,Billy Elliot,http://www.imdb.com/title/tt0249462/,10 November 2000,1h 50min,"['Drama', 'Music', 'Romance']",7.7,Romance,2000.0,110
1648,Lost River,http://www.imdb.com/title/tt2366608/,10 April 2015,1h 35min,"['Drama', 'Fantasy', 'Mystery']",5.8,Sci-Fi/Fantasy,2015.0,95
1655,Up in Smoke,http://www.imdb.com/title/tt0078446/,15 September 1978,1h 26min,"['Comedy', 'Music']",7.0,Comedy,1978.0,86
1660,Better Off Dead...,http://www.imdb.com/title/tt0088794/,11 October 1985,1h 37min,"['Comedy', 'Romance']",7.2,RomCom,1985.0,97
1667,Child's Play,http://www.imdb.com/title/tt0094862/,9 November 1988,1h 27min,"['Horror', 'Thriller']",6.5,Horror,1988.0,87
1678,Super Mario Bros.,http://www.imdb.com/title/tt0108255/,28 May 1993,1h 44min,"['Adventure', 'Comedy', 'Family']",4.0,Comedy,1993.0,104
1708,The Replacements,http://www.imdb.com/title/tt0191397/,11 August 2000,1h 58min,"['Comedy', 'Sport']",6.5,Comedy,2000.0,118
1710,Evolution,http://www.imdb.com/title/tt0251075/,8 June 2001,1h 41min,"['Comedy', 'Sci-Fi']",6.0,Comedy,2001.0,101
1711,Exit Wounds,http://www.imdb.com/title/tt0242445/,16 March 2001,1h 41min,"['Action', 'Comedy', 'Crime']",5.5,Comedy,2001.0,101
1731,Out of Time,http://www.imdb.com/title/tt0313443/,3 October 2003,1h 45min,"['Crime', 'Drama', 'Mystery']",6.5,Crime,2003.0,105
1735,First Daughter,http://www.imdb.com/title/tt0361620/,24 September 2004,1h 46min,"['Comedy', 'Drama', 'Romance']",5.0,RomCom,2004.0,106
1740,Be Cool,http://www.imdb.com/title/tt0377471/,4 March 2005,1h 58min,"['Comedy', 'Crime', 'Music']",5.7,Comedy,2005.0,118
1741,Hide and Seek,http://www.imdb.com/title/tt0382077/,28 January 2005,1h 41min,"['Drama', 'Horror', 'Mystery']",5.9,Horror,2005.0,101
1742,Hostage,http://www.imdb.com/title/tt0340163/,11 March 2005,1h 53min,"['Action', 'Crime', 'Drama']",6.6,Crime,2005.0,113
1755,Gridiron Gang,http://www.imdb.com/title/tt0421206/,15 September 2006,2h 5min,"['Crime', 'Drama', 'Sport']",6.9,Crime,2006.0,125
1766,Perfect Stranger,http://www.imdb.com/title/tt0457433/,13 April 2007,1h 49min,"['Crime', 'Mystery', 'Thriller']",5.7,Crime,2007.0,109
1785,Saw VI,http://www.imdb.com/title/tt1233227/,23 October 2009,1h 30min,"['Horror', 'Mystery']",6.0,Horror,2009.0,90
1787,Ramona and Beezus,http://www.imdb.com/title/tt0493949/,23 July 2010,1h 43min,"['Adventure', 'Comedy', 'Family']",6.7,Comedy,2010.0,103
1818,After.Life,http://www.imdb.com/title/tt0838247/,26 August 2010,1h 44min,"['Drama', 'Horror', 'Mystery']",5.9,Horror,2010.0,104
1829,Trick 'r Treat,http://www.imdb.com/title/tt0862856/,9 December 2007,1h 22min,"['Horror', 'Thriller']",6.8,Horror,2007.0,82
1831,Before the Devil Knows You're Dead,http://www.imdb.com/title/tt0292963/,26 October 2007,1h 57min,"['Crime', 'Drama', 'Thriller']",7.3,Crime,2007.0,117
1832,I Could Never Be Your Woman,http://www.imdb.com/title/tt0466839/,11 May 2007,1h 37min,"['Comedy', 'Drama', 'Romance']",6.1,RomCom,2007.0,97
1833,The Midnight Meat Train,http://www.imdb.com/title/tt0805570/,7 August 2008,1h 40min,"['Horror', 'Mystery']",6.1,Horror,2008.0,100
1838,Dogville,http://www.imdb.com/title/tt0276919/,23 April 2004,2h 58min,"['Crime', 'Drama']",8.1,Crime,2004.0,178
1858,Airplane II: The Sequel,http://www.imdb.com/title/tt0083530/,10 December 1982,1h 25min,"['Comedy', 'Sci-Fi']",6.1,Comedy,1982.0,85
1903,Disclosure,http://www.imdb.com/title/tt0109635/,9 December 1994,2h 8min,"['Drama', 'Thriller']",6.0,Drama,1994.0,128
1926,Titan A.E.,http://www.imdb.com/title/tt0120913/,16 June 2000,1h 34min,"['Animation', 'Action', 'Adventure']",6.6,Action/Adventure,2000.0,94
1935,Cold Creek Manor,http://www.imdb.com/title/tt0331468/,19 September 2003,1h 58min,"['Mystery', 'Thriller']",4.9,Undefined,2003.0,118
1936,Spy Kids 3-D: Game Over,http://www.imdb.com/title/tt0338459/,25 July 2003,1h 24min,"['Action', 'Adventure', 'Comedy']",4.2,Comedy,2003.0,84
1938,Runaway Jury,http://www.imdb.com/title/tt0313542/,17 October 2003,2h 7min,"['Drama', 'Thriller']",7.1,Drama,2003.0,127
